region_id	chr	start	stop	pvalue	FDRp	dm_type	adj_diff_meth	meth_diff	abs_diff	case_mean	ctrl_mean	prom	exon	intron	intergenic	gene.overlap.GeneID	promoter.GeneID	dist.to.TSS	tss.GeneID	gene.overlap.gene.name	gene.overlap.source.of.gene.name	gene.overlap.gene.type	gene.overlap.gene.description	gene.overlap.Ensembl.family.description	promoter.gene.name	promoter.source.of.gene.name	promoter.gene.type	promoter.gene.description	promoter.Ensembl.family.description	tss.gene.name	tss.source.of.gene.name	tss.gene.type	tss.gene.description	tss.Ensembl.family.description
13_86059001_86060000	13	86059001	86060000	4.15305080178525e-05	0.00304276342187504	hypo	-11.8181818181818	-10.0741599251574	11.8181818181818	69.5914198322444	79.6655797574019	1	0	0	0	NA	ENSG00000232252	-813	ENSG00000232252	NA	NA	NA	NA	NA	AL354994.1	havana	lncRNA	novel transcript		AL354994.1	havana	lncRNA	novel transcript	
13_93039001_93040000	13	93039001	93040000	0.000112079500689564	0.00681627517678049	hypo	-18.3673469387755	-24.1452991452991	18.3673469387755	75.8547008547009	100	0	0	1	0	ENSG00000232849	NA	6032	NA	LINC00363	havana	lncRNA	long intergenic non-protein coding RNA 363 [Source:HGNC Symbol;Acc:HGNC:42684]		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
13_97600001_97601000	13	97600001	97601000	1.30964729670425e-23	6.65395314701862e-21	hyper	23.6898656898657	24.0295568936567	23.6898656898657	34.0295568936567	10	0	0	0	1	NA	NA	76964	ENSG00000226134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AL359502.1	havana	lncRNA	novel transcript	
13_99141001_99142000	13	99141001	99142000	1.8875679149111e-06	0.000234830044322985	hyper	25.5411255411255	27.3509959539371	25.5411255411255	92.7941176470588	65.4431216931217	0	0	0	1	NA	NA	-31593	ENSG00000230871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RPS6P23	havana	processed_pseudogene	ribosomal protein S6 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:39581]	
14_100141001_100142000	14	100141001	100142000	9.23286728379304e-06	0.000876292803979365	hyper	10.873244203757	5.95737219619031	10.873244203757	11.3145150533332	5.35714285714286	1	1	1	0	ENSG00000196405	ENSG00000196405	0	NA	EVL	ensembl_havana	protein_coding	Enah/Vasp-like [Source:HGNC Symbol;Acc:HGNC:20234]	ENA/VASP  ENA/VASODILATOR STIMULATED PHOSPHOPROTEIN|	EVL	ensembl_havana	protein_coding	Enah/Vasp-like [Source:HGNC Symbol;Acc:HGNC:20234]	ENA/VASP  ENA/VASODILATOR STIMULATED PHOSPHOPROTEIN|	NA	NA	NA	NA	NA
14_101462001_101463000	14	101462001	101463000	1.70571011812916e-07	3.11149269024584e-05	hyper	18.8488803342566	24.512514081107	18.8488803342566	71.3628216682567	46.8503075871497	0	0	0	1	NA	NA	14362	ENSG00000259166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AL049836.2	havana	lncRNA	novel transcript	
14_102805001_102806000	14	102805001	102806000	2.9901707574657e-06	0.000343366172635171	hypo	-12.3462107182336	-6.75650361033387	12.3462107182336	72.5947567133251	79.3512603236589	0	0	1	0	ENSG00000131323	NA	-24354	NA	TRAF3	ensembl_havana	protein_coding	TNF receptor associated factor 3 [Source:HGNC Symbol;Acc:HGNC:12033]	TNF RECEPTOR ASSOCIATED FACTOR 3 EC_2.3.2.27 CD40 RECEPTOR ASSOCIATED FACTOR 1 CRAF1 RING TYPE E3 UBIQUITIN TRANSFERASE TRAF3|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_104919001_104920000	14	104919001	104920000	0.000198522261939818	0.0108793934892916	hyper	22.2035323801514	22.8528911564626	22.2035323801514	96.5136054421769	73.6607142857143	0	0	0	1	NA	NA	-4713	ENSG00000166428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PLD4	ensembl_havana	protein_coding	phospholipase D family member 4 [Source:HGNC Symbol;Acc:HGNC:23792]	5' 3' EXONUCLEASE PLD3 EC_3.1.16.1 CHOLINE PHOSPHATASE 3 PHOSPHATIDYLCHOLINE HYDROLYZING PHOSPHOLIPASE D3 PHOSPHOLIPASE D3 PLD 3|
14_20623001_20624000	14	20623001	20624000	8.27193895333861e-10	2.53013546100951e-07	hyper	11.6316526610644	5.90003282391844	11.6316526610644	11.2913847669945	5.39135194307608	0	0	0	1	NA	NA	-6012	ENSG00000239327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AL163195.1	havana	processed_pseudogene	ribosomal protein S26 (RPS26) pseudogene	
14_21317001_21318000	14	21317001	21318000	2.31155867946427e-09	6.51736867120349e-07	hyper	12.7139935728893	11.8632453765057	12.7139935728893	12.3895611659794	0.526315789473684	1	1	1	0	ENSG00000092200	ENSG00000092200	0	NA	RPGRIP1	ensembl_havana	protein_coding	RPGR interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:13436]	X LINKED RETINITIS PIGMENTOSA GTPASE REGULATOR INTERACTING 1 RPGR INTERACTING 1|	RPGRIP1	ensembl_havana	protein_coding	RPGR interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:13436]	X LINKED RETINITIS PIGMENTOSA GTPASE REGULATOR INTERACTING 1 RPGR INTERACTING 1|	NA	NA	NA	NA	NA
14_30573001_30574000	14	30573001	30574000	3.37770562699253e-05	0.00256342460805824	hypo	-12.0754716981132	-11.1152164338248	12.0754716981132	88.8847835661752	100	1	1	1	0	ENSG00000092140	ENSG00000092140	0	NA	G2E3	ensembl_havana	protein_coding	G2/M-phase specific E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20338]	PHD FINGER|	G2E3	ensembl_havana	protein_coding	G2/M-phase specific E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20338]	PHD FINGER|	NA	NA	NA	NA	NA
14_31707001_31708000	14	31707001	31708000	1.55125278368833e-06	0.000199294190361241	hypo	-15.1640112464855	-10.0266645119586	15.1640112464855	83.7233354880414	93.75	0	0	1	0	ENSG00000151413	NA	-6569	NA	NUBPL	ensembl_havana	protein_coding	nucleotide binding protein like [Source:HGNC Symbol;Acc:HGNC:20278]	|CYTOSOLIC FE S CLUSTER ASSEMBLY FACTOR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_42326001_42327000	14	42326001	42327000	0.00016077125791644	0.00914068820520751	hypo	-13.3333333333333	-15.9551356765915	13.3333333333333	54.7856050641492	70.7407407407407	0	0	0	1	NA	NA	-35983	ENSG00000258394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AL442163.1	havana	lncRNA	novel transcript, sense overlapping to a novel protein	
14_49951001_49952000	14	49951001	49952000	0.000816320606180441	0.0340811883466297	hypo	-10.609243697479	-9.21702158497332	10.609243697479	87.4225707067929	96.6395922917662	0	0	1	0	ENSG00000214900	NA	8663	NA	LINC01588	ensembl_havana	lncRNA	long intergenic non-protein coding RNA 1588 [Source:HGNC Symbol;Acc:HGNC:27503]		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_51987001_51988000	14	51987001	51988000	9.03810140195787e-05	0.00572320477546689	hypo	-10.5555555555556	-8.04573512906846	10.5555555555556	90.5653759820427	98.6111111111111	1	1	1	0	ENSG00000258854	ENSG00000087302	0	NA	AL358333.1	havana	lncRNA	novel transcript, antisense to GNG2 and C14orf166		RTRAF	ensembl_havana	protein_coding	RNA transcription, translation and transport factor [Source:HGNC Symbol;Acc:HGNC:23169]	RNA TRANSCRIPTION TRANSLATION AND TRANSPORT FACTOR|	NA	NA	NA	NA	NA
14_54136001_54137000	14	54136001	54137000	8.83915304609224e-05	0.00562073240873633	hyper	17.1717171717172	19.8452758550346	17.1717171717172	94.4113029827316	74.566027127697	0	0	0	1	NA	NA	-144008	ENSG00000224004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ATP5F1CP1	havana	processed_pseudogene	ATP synthase F1 subunit gamma pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:834]	
14_58212001_58213000	14	58212001	58213000	9.27331303156184e-06	0.000879442903977536	hypo	-10.2425876010782	-11.1181168119422	10.2425876010782	88.8818831880578	100	1	0	1	0	ENSG00000131966	ENSG00000131966	-34	NA	ACTR10	ensembl_havana	protein_coding	actin related protein 10 [Source:HGNC Symbol;Acc:HGNC:17372]	ACTIN RELATED 10 ACTIN RELATED 11|	ACTR10	ensembl_havana	protein_coding	actin related protein 10 [Source:HGNC Symbol;Acc:HGNC:17372]	ACTIN RELATED 10 ACTIN RELATED 11|	NA	NA	NA	NA	NA
14_61379001_61380000	14	61379001	61380000	2.71465422705856e-06	0.000316529519118148	hypo	-13.7345711025827	-13.5393266083372	13.7345711025827	78.9068991344173	92.4462257427545	0	0	1	0	ENSG00000027075	NA	-10694	NA	PRKCH	ensembl_havana	protein_coding	protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]	KINASE C ETA TYPE EC_2.7.11.13 PKC L NPKC ETA|KINASE C|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_61703001_61704000	14	61703001	61704000	0.000191229258316163	0.010568775860554	hyper	22.503837933837	22.5552637548724	22.503837933837	52.7774859770946	30.2222222222222	0	0	1	0	ENSG00000100644	NA	4109	NA	HIF1A	ensembl_havana	protein_coding	hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910]	|HYPOXIA INDUCIBLE FACTOR 1 ALPHA HIF 1 ALPHA HIF1 ALPHA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_63375001_63376000	14	63375001	63376000	2.62692611882222e-07	4.51639814864859e-05	hyper	10.3486319505737	9.64460075011286	10.3486319505737	11.6649495873222	2.0203488372093	0	1	0	0	ENSG00000154001	NA	-56068	NA	PPP2R5E	ensembl_havana	protein_coding	protein phosphatase 2 regulatory subunit B'epsilon [Source:HGNC Symbol;Acc:HGNC:9313]	SERINE/THREONINE PHOSPHATASE 2A 56 KDA REGULATORY SUBUNIT PP2A B SUBUNIT B' PP2A B SUBUNIT B56 PP2A B SUBUNIT PR61 PP2A B SUBUNIT R5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_65377001_65378000	14	65377001	65378000	0.000356124392510245	0.0175033896153903	hyper	15.6589192584693	14.4144955281802	15.6589192584693	69.3706370697672	54.9561415415871	0	0	0	1	NA	NA	-32592	ENSG00000033170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FUT8	ensembl_havana	protein_coding	fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]	ALPHA 1 6 FUCOSYLTRANSFERASE ALPHA1 6FUCT EC_2.4.1.68 FUCOSYLTRANSFERASE 8 GDP L FUC:N ACETYL BETA D GLUCOSAMINIDE ALPHA1 6 FUCOSYLTRANSFERASE GDP FUCOSE GLYCOPROTEIN FUCOSYLTRANSFERASE GLYCOPROTEIN 6 ALPHA L FUCOSYLTRANSFERASE|
14_65709001_65710000	14	65709001	65710000	5.59135999530969e-05	0.0038535438885265	hyper	10.1339113325856	9.09210401797949	10.1339113325856	79.4725922274335	70.380488209454	0	0	1	0	ENSG00000033170	NA	72487	NA	FUT8	ensembl_havana	protein_coding	fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]	ALPHA 1 6 FUCOSYLTRANSFERASE ALPHA1 6FUCT EC_2.4.1.68 FUCOSYLTRANSFERASE 8 GDP L FUC:N ACETYL BETA D GLUCOSAMINIDE ALPHA1 6 FUCOSYLTRANSFERASE GDP FUCOSE GLYCOPROTEIN FUCOSYLTRANSFERASE GLYCOPROTEIN 6 ALPHA L FUCOSYLTRANSFERASE|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_66514001_66515000	14	66514001	66515000	1.5319777162122e-06	0.000197152445484034	hyper	11.1836251896423	9.42896232556199	11.1836251896423	13.678959493153	4.24999716759101	0	0	1	0	ENSG00000171723	NA	-4609	NA	GPHN	ensembl_havana	protein_coding	gephyrin [Source:HGNC Symbol;Acc:HGNC:15465]	MOLYBDOPTERIN ADENYLYLTRANSFERASE MPT ADENYLYLTRANSFERASE EC_2.7.7.75 DOMAIN G ; MOLYBDOPTERIN MOLYBDENUMTRANSFERASE MPT MO TRANSFERASE EC_2.10.1.- 1 DOMAIN E ]|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_67603001_67604000	14	67603001	67604000	3.0137148515829e-09	8.27367187599882e-07	hyper	18.6187290150234	24.3183851654085	18.6187290150234	42.1671888267502	17.8488036613417	1	0	0	0	NA	ENSG00000100564	-2717	ENSG00000100564	NA	NA	NA	NA	NA	PIGH	ensembl_havana	protein_coding	phosphatidylinositol glycan anchor biosynthesis class H [Source:HGNC Symbol;Acc:HGNC:8964]	PHOSPHATIDYLINOSITOL N ACETYLGLUCOSAMINYLTRANSFERASE SUBUNIT H EC_2.4.1.198 PHOSPHATIDYLINOSITOL GLYCAN BIOSYNTHESIS CLASS H PIG H|	PIGH	ensembl_havana	protein_coding	phosphatidylinositol glycan anchor biosynthesis class H [Source:HGNC Symbol;Acc:HGNC:8964]	PHOSPHATIDYLINOSITOL N ACETYLGLUCOSAMINYLTRANSFERASE SUBUNIT H EC_2.4.1.198 PHOSPHATIDYLINOSITOL GLYCAN BIOSYNTHESIS CLASS H PIG H|
14_67853001_67854000	14	67853001	67854000	0.0010011185598556	0.0400144815507438	hyper	10.948343079922	10.5187797515384	10.948343079922	12.7687797515384	2.25	0	0	1	0	ENSG00000182185	NA	-3892	NA	RAD51B	ensembl_havana	protein_coding	RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822]	DNA REPAIR RAD51 HOMOLOG 2 RAD51 HOMOLOG B RAD51  1|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_68407001_68408000	14	68407001	68408000	7.13668378600317e-09	1.85499257847503e-06	hypo	-14.2548056919364	-15.3295351473923	14.2548056919364	77.6204648526077	92.95	0	0	1	0	ENSG00000182185	NA	-3510	NA	RAD51B	ensembl_havana	protein_coding	RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822]	DNA REPAIR RAD51 HOMOLOG 2 RAD51 HOMOLOG B RAD51  1|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_68424001_68425000	14	68424001	68425000	2.15244397424205e-05	0.00176691649055832	hyper	27.5853775853776	25.027028558572	27.5853775853776	47.4601948075277	22.4331662489557	1	0	1	0	ENSG00000182185	ENSG00000258477	-1807	NA	RAD51B	ensembl_havana	protein_coding	RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822]	DNA REPAIR RAD51 HOMOLOG 2 RAD51 HOMOLOG B RAD51  1|	PPIAP6	havana	processed_pseudogene	peptidylprolyl isomerase A pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:20028]		NA	NA	NA	NA	NA
14_68494001_68495000	14	68494001	68495000	0.00023423258523504	0.0124726317434621	hyper	10.7792207792208	13.0143811910729	10.7792207792208	93.5302542069459	80.515873015873	0	0	1	0	ENSG00000182185	NA	21971	NA	RAD51B	ensembl_havana	protein_coding	RAD51 paralog B [Source:HGNC Symbol;Acc:HGNC:9822]	DNA REPAIR RAD51 HOMOLOG 2 RAD51 HOMOLOG B RAD51  1|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_69411001_69412000	14	69411001	69412000	4.59084553007209e-08	9.97244279631749e-06	hypo	-10.3761002934116	-8.03081838796125	10.3761002934116	86.2747371675943	94.3055555555556	0	0	1	0	ENSG00000029364	NA	11634	NA	SLC39A9	ensembl_havana	protein_coding	solute carrier family 39 member 9 [Source:HGNC Symbol;Acc:HGNC:20182]	|ZINC TRANSPORTER ZIP9 SOLUTE CARRIER FAMILY 39 MEMBER 9 ZRT AND IRT  9 ZIP 9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_71887001_71888000	14	71887001	71888000	0.000318194719833169	0.0160107778842475	hyper	18.6811133943583	20.9846893302776	18.6811133943583	96.0171568627451	75.0324675324675	0	0	1	0	ENSG00000266869	NA	19607	NA	AC005993.1	havana	lncRNA	novel transcript		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_75981001_75982000	14	75981001	75982000	0.000207165560901613	0.0112807068265021	hyper	14.5542281494012	9.71074123328874	14.5542281494012	91.9303337644815	82.2195925311927	1	1	1	0	ENSG00000119650	ENSG00000119699	0	NA	IFT43	ensembl_havana	protein_coding	intraflagellar transport 43 [Source:HGNC Symbol;Acc:HGNC:29669]	|INTRAFLAGELLAR TRANSPORT 43 HOMOLOG	TGFB3	ensembl_havana	protein_coding	transforming growth factor beta 3 [Source:HGNC Symbol;Acc:HGNC:11769]	TRANSFORMING GROWTH FACTOR BETA 3 PROPROTEIN PRECURSOR[CONTAINS LATENCY ASSOCIATED PEPTIDE LAP ; TRANSFORMING GROWTH FACTOR BETA 3 TGF BETA 3 ]|	NA	NA	NA	NA	NA
14_77508001_77509000	14	77508001	77509000	1.32327142956013e-08	3.24454368304886e-06	hyper	14.2014507772021	14.3430975985072	14.2014507772021	19.9004334938769	5.55733589536974	0	1	0	0	ENSG00000100596	NA	-9187	NA	SPTLC2	ensembl_havana	protein_coding	serine palmitoyltransferase long chain base subunit 2 [Source:HGNC Symbol;Acc:HGNC:11278]	SERINE PALMITOYLTRANSFERASE 2 EC_2.3.1.50 LONG CHAIN BASE BIOSYNTHESIS 2 LCB 2 LONG CHAIN BASE BIOSYNTHESIS 2A LCB2A SERINE PALMITOYL COA TRANSFERASE 2 SPT 2|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_77681001_77682000	14	77681001	77682000	0.000699328329888647	0.0301472277090772	hyper	16.7481639367931	15.0643521162101	16.7481639367931	94.0966997365569	79.0323476203468	0	0	1	0	ENSG00000100601	NA	1990	NA	ALKBH1	ensembl_havana	protein_coding	alkB homolog 1, histone H2A dioxygenase [Source:HGNC Symbol;Acc:HGNC:17911]	NUCLEIC ACID DIOXYGENASE ALKBH1 EC_1.14.11.- ALKYLATED DNA REPAIR ALKB HOMOLOG 1 ALPHA KETOGLUTARATE DEPENDENT DIOXYGENASE ABH1 DNA 6MA DEMETHYLASE DNA N6 METHYL ADENINE DEMETHYLASE ALKBH1 EC_1.14.11.51 DNA LYASE ABH1 EC_4.2.-.- 99 18 DNA OXIDATIVE DEMETHYLASE ALKBH1 EC 1.14.11.33 N 3 METHYLCYTIDINE DEMETHYLASE EC 1.14.11.-|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_80381001_80382000	14	80381001	80382000	0.000883348655102585	0.0362695172339348	hypo	-10.4888530754768	-4.72323203053426	10.4888530754768	89.1191325014854	93.8423645320197	0	0	1	0	ENSG00000211448	NA	5758	NA	DIO2	ensembl_havana	protein_coding	iodothyronine deiodinase 2 [Source:HGNC Symbol;Acc:HGNC:2884]	TYPE IODOTHYRONINE DEIODINASE EC_1.21.99.4 TYPE DI TYPE 5' DEIODINASE|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_88014001_88015000	14	88014001	88015000	1.32964079391886e-06	0.000174951065916093	hyper	13.0021141649049	10.8423321098476	13.0021141649049	13.4170829404124	2.57475083056478	0	1	1	0	ENSG00000140030	NA	612	NA	GPR65	ensembl_havana	protein_coding	G protein-coupled receptor 65 [Source:HGNC Symbol;Acc:HGNC:4517]	RECEPTOR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_92456001_92457000	14	92456001	92457000	0.000421407829259105	0.0200955789268943	hypo	-14.6539293439077	-15.8467355383824	14.6539293439077	76.9244908767119	92.7712264150943	0	1	1	0	ENSG00000140090	NA	3238	NA	SLC24A4	ensembl_havana	protein_coding	solute carrier family 24 member 4 [Source:HGNC Symbol;Acc:HGNC:10978]	SODIUM/POTASSIUM/CALCIUM EXCHANGER NA + /K + /CA 2+ EXCHANGE RETINAL NA CA+K EXCHANGER SOLUTE CARRIER FAMILY 24 MEMBER|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_92670001_92671000	14	92670001	92671000	0.000990746068173494	0.0397047124999582	hyper	11.4285714285714	11.2067835107114	11.4285714285714	14.4456499074726	3.23886639676113	0	0	1	0	ENSG00000100599	NA	10619	NA	RIN3	ensembl_havana	protein_coding	Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]	RAS AND RAB INTERACTOR 3 RAS INTERACTION/INTERFERENCE 3|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_94561001_94562000	14	94561001	94562000	1.85657743614206e-06	0.000231736220121852	hyper	11.2039779940753	7.15070643642072	11.2039779940753	90.2871533228676	83.1364468864469	1	1	1	0	ENSG00000100665	ENSG00000100665	0	NA	SERPINA4	ensembl_havana	protein_coding	serpin family A member 4 [Source:HGNC Symbol;Acc:HGNC:8948]	PRECURSOR	SERPINA4	ensembl_havana	protein_coding	serpin family A member 4 [Source:HGNC Symbol;Acc:HGNC:8948]	PRECURSOR	NA	NA	NA	NA	NA
14_94575001_94576000	14	94575001	94576000	6.85915895559075e-06	0.000687302707644404	hypo	-22.4974200206398	-10.7172619047619	22.4974200206398	63.7619047619048	74.4791666666667	0	0	1	0	ENSG00000188488	NA	-5391	NA	SERPINA5	ensembl_havana	protein_coding	serpin family A member 5 [Source:HGNC Symbol;Acc:HGNC:8723]	PLASMA SERINE PROTEASE INHIBITOR PRECURSOR PLASMINOGEN ACTIVATOR INHIBITOR 3 PAI 3 PAI3 C INHIBITOR PCI SERPIN A5|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14_96210001_96211000	14	96210001	96211000	4.67839053232894e-08	1.01335344455297e-05	hypo	-10.2659304391978	-11.0179801874585	10.2659304391978	72.2094473931209	83.2274275805794	1	1	1	0	ENSG00000168398	ENSG00000258412	0	NA	BDKRB2	ensembl_havana	protein_coding	bradykinin receptor B2 [Source:HGNC Symbol;Acc:HGNC:1030]	RECEPTOR	AL355102.1	havana	lncRNA	novel transcript, sense intronic to BDKRB2		NA	NA	NA	NA	NA
14_99034001_99035000	14	99034001	99035000	0.00124784305846841	0.0478062505538813	hypo	-12.5	-12.3689445762949	12.5	87.6310554237051	100	0	0	0	1	NA	NA	34433	ENSG00000287991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AL162151.3	havana_tagene	lncRNA	novel transcript	
15_100262001_100263000	15	100262001	100263000	2.4406346716495e-06	0.000290507478599393	hypo	-40.4088246291911	-36.9318978817532	40.4088246291911	14.9267399267399	51.8586378084932	1	1	1	0	ENSG00000140470	ENSG00000140470	0	NA	ADAMTS17	ensembl_havana	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif 17 [Source:HGNC Symbol;Acc:HGNC:17109]	A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 17 PRECURSOR ADAM TS 17 ADAM TS17 ADAMTS 17 EC_3.4.24.-|	ADAMTS17	ensembl_havana	protein_coding	ADAM metallopeptidase with thrombospondin type 1 motif 17 [Source:HGNC Symbol;Acc:HGNC:17109]	A DISINTEGRIN AND METALLOPROTEINASE WITH THROMBOSPONDIN MOTIFS 17 PRECURSOR ADAM TS 17 ADAM TS17 ADAMTS 17 EC_3.4.24.-|	NA	NA	NA	NA	NA
15_100729001_100730000	15	100729001	100730000	8.34889098140156e-06	0.000805395357428859	hypo	-17.3529411764706	-17.1258012745239	17.3529411764706	65.8135210265005	82.9393223010244	0	0	1	0	ENSG00000259579	NA	12755	NA	AC087762.1	havana	lncRNA	novel transcript		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_25227001_25228000	15	25227001	25228000	2.34884092101297e-06	0.000281908390064549	hypo	-14.5992666317444	-11.2111989280372	14.5992666317444	73.8869161219392	85.0981150499764	1	1	1	0	ENSG00000202188	ENSG00000200593	0	NA	SNORD115-31	ensembl	snoRNA	small nucleolar RNA, C/D box 115-31 [Source:HGNC Symbol;Acc:HGNC:33050]		SNORD115-33	ensembl	snoRNA	small nucleolar RNA, C/D box 115-33 [Source:HGNC Symbol;Acc:HGNC:33052]		NA	NA	NA	NA	NA
15_27411001_27412000	15	27411001	27412000	0.000709863010321413	0.0304899756054521	hyper	15.8788013689102	14.8850512478332	15.8788013689102	93.2346183474003	78.3495670995671	0	0	1	0	ENSG00000182256	NA	8736	NA	GABRG3	ensembl_havana	protein_coding	gamma-aminobutyric acid type A receptor subunit gamma3 [Source:HGNC Symbol;Acc:HGNC:4088]	GAMMA AMINOBUTYRIC ACID RECEPTOR SUBUNIT GAMMA 3 PRECURSOR GABA A RECEPTOR SUBUNIT GAMMA 3|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_34279001_34280000	15	34279001	34280000	0.000780375415387041	0.0329209055320096	hypo	-11.370472490287	-8.23730054852628	11.370472490287	86.6001423738482	94.8374429223744	0	0	1	0	ENSG00000140199	NA	19637	NA	SLC12A6	ensembl_havana	protein_coding	solute carrier family 12 member 6 [Source:HGNC Symbol;Acc:HGNC:10914]	SOLUTE CARRIER FAMILY 12 MEMBER 6 ELECTRONEUTRAL POTASSIUM CHLORIDE COTRANSPORTER 3 K CL COTRANSPORTER 3|	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15_43221001_43222000	15	43221001	43222000	6.24850342507178e-06	0.000634938110956178	hyper	14.8958037217642	14.2611857638688	14.8958037217642	41.7968461818822	27.5356604180134	1	1	0	0	ENSG00000166947	ENSG00000166947	0	NA	EPB42	ensembl_havana	protein_coding	erythrocyte membrane protein band 4.2 [Source:HGNC Symbol;Acc:HGNC:3381]	GLUTAMINE GAMMA GLUTAMYLTRANSFERASE EC_2.3.2.13 TRANSGLUTAMINASE TG TGASE TRANSGLUTAMINASE TGASE|	EPB42	ensembl_havana	protein_coding	erythrocyte membrane protein band 4.2 [Source:HGNC Symbol;Acc:HGNC:3381]	GLUTAMINE GAMMA GLUTAMYLTRANSFERASE EC_2.3.2.13 TRANSGLUTAMINASE TG TGASE TRANSGLUTAMINASE TGASE|	NA	NA	NA	NA	NA
15_43496001_43497000	15	43496001	43497000	0.000105724280742152	0.006507765923488	hypo	-27.496062992126	-25.4655711272096	27.496062992126	70.185551163812	95.6511222910217	1	0	1	0	ENSG00000067369	ENSG00000067369	-2832	NA	TP53BP1	ensembl_havana	protein_coding	tumor protein p53 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11999]	TP53 BINDING 1 53BP1 P53 BINDING 1 P53BP1|	TP53BP1	ensembl_havana	protein_coding	tumor protein p53 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11999]	TP53 BINDING 1 53BP1 P53 BINDING 1 P53BP1|	NA	NA	NA	NA	NA
15_45123001_45124000	15	45123001	45124000	3.47502519151991e-05	0.00262151433300781	hyper	17.6131272401434	20.4279649881723	17.6131272401434	69.0872743063051	48.6593093181328	1	1	1	0	ENSG00000140254	ENSG00000140254	0	NA	DUOXA1	ensembl_havana	protein_coding	dual oxidase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:26507]	DUAL OXIDASE MATURATION FACTOR 1 DUAL OXIDASE ACTIVATOR 1|	DUOXA1	ensembl_havana	protein_coding	dual oxidase maturation factor 1 [Source:HGNC Symbol;Acc:HGNC:26507]	DUAL OXIDASE MATURATION FACTOR 1 DUAL OXIDASE ACTIVATOR 1|	NA	NA	NA	NA	NA
15_45441001_45442000	15	45441001	45442000	0.000268255265052657	0.0138950812634041	hyper	11.3773200367161	11.2042180471385	11.3773200367161	78.2759198986108	67.0717018514723	1	1	1	0	ENSG00000166920	ENSG00000259342	0	NA	C15orf48	ensembl_havana	protein_coding	chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:29898]	NORMAL MUCOSA OF ESOPHAGUS SPECIFIC GENE 1|	AC025580.1	havana	lncRNA	novel transcript, antisense to C15orf48		NA	NA	NA	NA	NA
